Date/Time,Electricity:HVAC [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly) 
 01/11  18:00:00,5217826.677353931,1603035.9070778955,0.0,25015359.599999942,50736395.87735386 
 01/11  19:00:00,30970265.799646337,26113045.912352458,0.0,17868113.99999996,64215786.9996463 
 01/11  20:00:00,9790548.429545222,6364953.876206121,0.0,17868113.99999996,43036069.629545175 
 01/11  21:00:00,28989711.88908185,24132492.001787968,0.0,10720868.399999974,52525086.28908181 
 01/11  22:00:00,33499427.971751895,28642208.08445801,0.0,10720868.399999974,57034802.37175185 
 01/11  23:00:00,46793127.69882393,41935907.811530046,0.0,3573622.799999992,60618355.298823915 
 01/11  24:00:00,50485526.036970936,45628306.14967706,0.0,1786811.399999996,62523942.236970924 
 01/12  01:00:00,52064037.81729536,47206817.93000147,0.0,1786811.399999996,64102454.017295346 
 01/12  02:00:00,52250541.08250835,47393321.195214465,0.0,1786811.399999996,64288957.282508336 
 01/12  03:00:00,52142130.81766869,47284910.93037481,0.0,1786811.399999996,64180547.01766868 
 01/12  04:00:00,52436241.370051816,47579021.48275794,0.0,1786811.399999996,64474657.57005182 
 01/12  05:00:00,52792957.28840559,47935737.40111171,0.0,1786811.399999996,64831373.488405585 
 01/12  06:00:00,52378206.766224205,47520986.87893033,0.0,3573622.799999992,66203434.3662242 
 01/12  07:00:00,89699172.61734092,84841952.73004705,0.0,3573622.799999992,103524400.21734092 
 01/12  08:00:00,68551203.2965574,63693983.40926351,0.0,10720868.399999974,89523676.49655735 
 01/12  09:00:00,16465899.173935752,11608679.28664187,0.0,32162605.199999925,71694615.17393565 
 01/12  10:00:00,8043873.480417156,3186653.593123274,0.0,32162605.199999925,63272589.48041708 
 01/12  11:00:00,6616156.552506582,2744988.098134757,0.0,32162605.199999925,61844872.5525065 
 01/12  12:00:00,3761839.2623782833,1868065.1840627932,0.0,32162605.199999925,58990555.2623782 
 01/12  13:00:00,3226886.33247689,840086.5377003709,0.0,32162605.199999925,55892701.1324768 
 01/12  14:00:00,3866296.130764987,0.0,0.0,32162605.199999925,59095012.13076491 
 01/12  15:00:00,4857219.887293883,0.0,0.0,32162605.199999925,60085935.8872938 
 01/12  16:00:00,4525958.855204686,162588.28413825846,0.0,32162605.199999925,59754674.855204605 
 01/12  17:00:00,5254096.507907995,881949.0812006418,0.0,32162605.199999925,60482812.50790791 
 01/12  18:00:00,17116588.857016213,12715065.510356348,0.0,25015359.599999942,62635158.05701615 
 01/12  19:00:00,43227739.39308117,38370519.50578729,0.0,17868113.99999996,76473260.59308113 
 01/12  20:00:00,11070758.08672975,7167955.088739056,0.0,17868113.99999996,44316279.28672971 
 01/12  21:00:00,35427980.170069136,30570760.282775257,0.0,10720868.399999974,58963354.570069104 
 01/12  22:00:00,37039187.98892573,32181968.10163185,0.0,10720868.399999974,60574562.38892571 
 01/12  23:00:00,50801864.50070961,45944644.61341572,0.0,3573622.799999992,64627092.100709595 
 01/12  24:00:00,53616413.44341563,48759193.556121744,0.0,1786811.399999996,65654829.64341562 
 01/13  01:00:00,55524512.5142695,50667292.62697562,0.0,1786811.399999996,67562928.71426949 
 01/13  02:00:00,57169582.58253598,52312362.6952421,0.0,1786811.399999996,69207998.78253597 
 01/13  03:00:00,58124456.845829286,53267236.95853541,0.0,1786811.399999996,70162873.04582927 
 01/13  04:00:00,58393197.65404137,53535977.7667475,0.0,1786811.399999996,70431613.85404137 
 01/13  05:00:00,59968608.556856304,55111388.66956243,0.0,1786811.399999996,72007024.7568563 
 01/13  06:00:00,59683669.627040684,54826449.7397468,0.0,3573622.799999992,73508897.22704068 
 01/13  07:00:00,97860185.91887781,93002966.03158394,0.0,3573622.799999992,111685413.5188778 
 01/13  08:00:00,79986596.37611978,75129376.4888259,0.0,10720868.399999974,100959069.57611975 
 01/13  09:00:00,28943330.399688307,24086110.51239443,0.0,32162605.199999925,84172046.39968823 
 01/13  10:00:00,18582894.421349395,13725674.534055512,0.0,32162605.199999925,73811610.4213493 
 01/13  11:00:00,14758338.306670835,9901118.419376953,0.0,32162605.199999925,69987054.30667076 
 01/13  12:00:00,11081250.273021625,6224030.385727742,0.0,32162605.199999925,66309966.273021534 
 01/13  13:00:00,8441304.544708924,3584084.6574150412,0.0,32162605.199999925,61107119.34470884 
 01/13  14:00:00,4163694.5305244117,123692.52082152948,0.0,32162605.199999925,59392410.53052432 
 01/13  15:00:00,3300097.7816518988,0.0,861402.8943531077,32162605.199999925,58528813.78165182 
 01/13  16:00:00,4120483.877486445,0.0,1428486.8779074766,32162605.199999925,59349199.877486356 
 01/13  17:00:00,3235514.0595930587,0.0,639975.1925137596,32162605.199999925,58464230.05959297 
 01/13  18:00:00,11871636.060382113,7479650.907620607,0.0,25015359.599999942,57390205.26038205 
 01/13  19:00:00,44621891.33841468,39764671.451120794,0.0,17868113.99999996,77867412.53841463 
 01/13  20:00:00,17851104.993991826,13865767.449481364,0.0,17868113.99999996,51096626.19399179 
 01/13  21:00:00,41305310.77229841,36448090.88500453,0.0,10720868.399999974,64840685.17229838 
 01/13  22:00:00,41257072.81872664,36399852.93143275,0.0,10720868.399999974,64792447.2187266 
 01/13  23:00:00,54422665.109695725,49565445.22240184,0.0,3573622.799999992,68247892.70969571 
 01/13  24:00:00,58020740.7800401,53163520.89274622,0.0,1786811.399999996,70059156.98004009 
 01/14  01:00:00,28283063.244030476,24261964.356226187,0.0,1786811.399999996,37758578.24403047 
 01/14  02:00:00,44825022.8072847,39967802.919990815,0.0,1786811.399999996,54300537.80728469 
 01/14  03:00:00,45081086.389066905,40223866.50177302,0.0,1786811.399999996,54556601.38906689 
 01/14  04:00:00,49621062.64190149,44763842.7546076,0.0,1786811.399999996,59096577.64190148 
 01/14  05:00:00,52258551.200659014,47401331.31336513,0.0,1786811.399999996,61734066.20065901 
 01/14  06:00:00,53799601.85438943,48942381.96709554,0.0,1786811.399999996,63275116.854389414 
 01/14  07:00:00,47329940.82548414,42472720.93819027,0.0,3573622.799999992,61155168.425484136 
 01/14  08:00:00,47761432.14180114,42904212.25450726,0.0,3573622.799999992,61586659.741801135 
 01/14  09:00:00,19982542.64140311,15125322.754109228,0.0,17868113.99999996,50665162.64140307 
 01/14  10:00:00,14295780.553484756,9438560.666190874,0.0,17868113.99999996,44978400.55348472 
 01/14  11:00:00,11269125.825633893,6411905.93834001,0.0,17868113.99999996,41951745.82563385 
 01/14  12:00:00,5989165.5111403335,2499035.245748492,0.0,17868113.99999996,36671785.5111403 
 01/14  13:00:00,2378959.1806012774,866223.2912657693,0.0,17868113.99999996,33061579.180601235 
 01/14  14:00:00,1205472.61602051,186586.0429124562,0.0,17868113.99999996,31888092.616020467 
 01/14  15:00:00,10999315.420683285,6825640.344340425,0.0,5360434.199999987,25329903.820683267 
 01/14  16:00:00,16136397.03914216,11279177.151848277,0.0,5360434.199999987,30466985.43914214 
 01/14  17:00:00,21309349.59631269,16452129.709018806,0.0,5360434.199999987,35639937.99631267 
 01/14  18:00:00,36287139.042368054,31429919.15507417,0.0,1786811.399999996,45762654.04236805 
 01/14  19:00:00,42799355.187613845,37942135.30031996,0.0,1786811.399999996,52274870.18761383 
 01/14  20:00:00,44750885.320245884,39893665.432952,0.0,1786811.399999996,54226400.32024588 
 01/14  21:00:00,45706592.943236515,40849373.055942625,0.0,1786811.399999996,55182107.9432365 
 01/14  22:00:00,46378054.67921068,41520834.7919168,0.0,1786811.399999996,55853569.67921068 
 01/14  23:00:00,47302070.81041435,42444850.92312047,0.0,1786811.399999996,56777585.810414344 
 01/14  24:00:00,47527637.11554686,42670417.22825298,0.0,1786811.399999996,57003152.115546845 
 01/15  01:00:00,46658231.46211051,41801011.57481663,0.0,1786811.399999996,56133746.462110505 
 01/15  02:00:00,46819642.881423436,41962422.99412955,0.0,1786811.399999996,56295157.881423414 
 01/15  03:00:00,46489067.96245427,41631848.075160384,0.0,1786811.399999996,55964582.96245425 
 01/15  04:00:00,47574979.27160622,42717759.38431234,0.0,1786811.399999996,57050494.27160621 
 01/15  05:00:00,47474345.57855791,42617125.691264026,0.0,1786811.399999996,56949860.5785579 
 01/15  06:00:00,47286173.37483477,42428953.487540886,0.0,1786811.399999996,56761688.37483476 
 01/15  07:00:00,48367989.62501969,43510769.73772582,0.0,1786811.399999996,57843504.625019684 
 01/15  08:00:00,42634822.73732205,37777602.850028165,0.0,1786811.399999996,52110337.73732204 
 01/15  09:00:00,34061134.03040556,29203914.14311168,0.0,1786811.399999996,43536649.03040555 
 01/15  10:00:00,28760211.817690738,23902991.930396855,0.0,1786811.399999996,38235726.81769072 
 01/15  11:00:00,27123215.558334902,22265995.671041023,0.0,1786811.399999996,36598730.558334894 
 01/15  12:00:00,22785312.145502258,17928092.258208375,0.0,1786811.399999996,32260827.14550225 
 01/15  13:00:00,10041357.252028568,5184137.364734684,0.0,1786811.399999996,19516872.25202856 
 01/15  14:00:00,1018886.5731080536,0.0,0.0,1786811.399999996,10494401.573108045 
 01/15  15:00:00,497808.17337678693,0.0,0.0,1786811.399999996,9973323.173376778 
 01/15  16:00:00,497808.17337678693,0.0,0.0,1786811.399999996,9973323.173376778 
 01/15  17:00:00,497808.17337678693,0.0,0.0,1786811.399999996,9973323.173376778 
 01/15  18:00:00,7611619.619495191,4331983.760718685,0.0,1786811.399999996,17087134.61949518 
 01/15  19:00:00,21456983.26203791,16599763.374744028,0.0,1786811.399999996,30932498.262037903 
 01/15  20:00:00,24490407.3608632,19633187.47356932,0.0,1786811.399999996,33965922.36086319 
 01/15  21:00:00,29050254.574097548,24193034.686803665,0.0,1786811.399999996,38525769.57409754 
 01/15  22:00:00,30365405.220953565,25508185.333659682,0.0,1786811.399999996,39840920.22095356 
 01/15  23:00:00,30831445.709401526,25974225.822107643,0.0,1786811.399999996,40306960.70940151 
 01/15  24:00:00,31149892.386107415,26292672.498813532,0.0,1786811.399999996,40625407.38610741 
 01/16  01:00:00,62628975.61279562,57771755.725501746,0.0,1786811.399999996,74667391.81279561 
 01/16  02:00:00,52918893.323961526,48061673.43666764,0.0,1786811.399999996,64957309.52396152 
 01/16  03:00:00,53837436.145378426,48980216.25808454,0.0,1786811.399999996,65875852.34537842 
 01/16  04:00:00,51768967.46811637,46911747.58082248,0.0,1786811.399999996,63807383.66811636 
 01/16  05:00:00,51348624.17935299,46491404.2920591,0.0,1786811.399999996,63387040.37935298 
 01/16  06:00:00,49089479.52028188,44232259.632988006,0.0,3573622.799999992,62914707.120281875 
 01/16  07:00:00,86044123.16594648,81186903.27865258,0.0,3573622.799999992,99869350.76594648 
 01/16  08:00:00,61914882.656079695,57057662.76878582,0.0,10720868.399999974,82887355.85607967 
 01/16  09:00:00,11163204.90247955,6305985.015185667,0.0,32162605.199999925,66391920.90247947 
 01/16  10:00:00,3348714.413196666,1835978.5238611577,0.0,32162605.199999925,58577430.413196586 
 01/16  11:00:00,3056358.936839108,1162584.8585236175,0.0,32162605.199999925,58285074.93683902 
 01/16  12:00:00,1991500.5758984298,344651.1556966668,0.0,32162605.199999925,57220216.57589835 
 01/16  13:00:00,3842292.1713351607,0.0,0.0,32162605.199999925,56508106.97133508 
 01/16  14:00:00,4541359.433945182,0.0,2651271.5488882875,32162605.199999925,59770075.433945104 
 01/16  15:00:00,8147263.666661716,0.0,7090540.691715469,32162605.199999925,63375979.66666163 
 01/16  16:00:00,9637270.670518994,0.0,8653972.836260961,32162605.199999925,64865986.670518905 
 01/16  17:00:00,8245891.232457671,0.0,7363094.424295569,32162605.199999925,63474607.2324576 
 01/16  18:00:00,4456380.5217925375,102086.31189404786,0.0,25015359.599999942,49974949.72179247 
 01/16  19:00:00,19837015.511148438,15815916.623344153,0.0,17868113.99999996,53082536.71114839 
 01/16  20:00:00,2438397.1620019665,847558.3820214323,0.0,17868113.99999996,35683918.362001926 
 01/16  21:00:00,18435644.015572768,13578424.128278887,0.0,10720868.399999974,41971018.41557273 
 01/16  22:00:00,24360691.852639124,19503471.96534524,0.0,10720868.399999974,47896066.25263909 
 01/16  23:00:00,37951983.674766384,33094763.7874725,0.0,3573622.799999992,51777211.27476637 
 01/16  24:00:00,40947209.531665444,36089989.644371554,0.0,1786811.399999996,52985625.73166543 
 01/17  01:00:00,42093046.34262973,37235826.45533585,0.0,1786811.399999996,54131462.542629726 
 01/17  02:00:00,42054983.363019705,37197763.475725815,0.0,1786811.399999996,54093399.56301969 
 01/17  03:00:00,42140664.43851106,37283444.551217176,0.0,1786811.399999996,54179080.63851105 
 01/17  04:00:00,41744149.570134014,36886929.682840124,0.0,1786811.399999996,53782565.770134 
 01/17  05:00:00,41259137.2013995,36401917.314105615,0.0,1786811.399999996,53297553.40139949 
 01/17  06:00:00,39238534.56299752,34381314.67570364,0.0,3573622.799999992,53063762.162997514 
 01/17  07:00:00,75201436.29327683,70344216.40598296,0.0,3573622.799999992,89026663.89327683 
 01/17  08:00:00,54646153.41283508,49788933.525541194,0.0,10720868.399999974,75618626.61283505 
 01/17  09:00:00,7474053.244553173,2997871.5462392736,0.0,32162605.199999925,62702769.2445531 
 01/17  10:00:00,2319215.5094145844,806479.6200790764,0.0,32162605.199999925,57547931.5094145 
 01/17  11:00:00,1478728.2699089947,212917.03868721373,0.0,32162605.199999925,56707444.26990891 
 01/17  12:00:00,3377319.1381443697,0.0,0.0,32162605.199999925,58606035.13814429 
 01/17  13:00:00,3305368.4151933775,404344.8819946093,0.0,32162605.199999925,55971183.215193294 
 01/17  14:00:00,4363370.571066427,0.0,0.0,32162605.199999925,59592086.57106635 
 01/17  15:00:00,5151979.679800239,294759.79250635684,0.0,32162605.199999925,60380695.67980016 
 01/17  16:00:00,2603662.860754147,709888.7824386572,0.0,32162605.199999925,57832378.860754065 
 01/17  17:00:00,3324554.7783727436,1430780.7000572535,0.0,32162605.199999925,58553270.77837266 
 01/17  18:00:00,15612280.62159404,10945579.828790149,0.0,25015359.599999942,61130849.821593955 
 01/17  19:00:00,35650351.10009295,30793131.212799072,0.0,17868113.99999996,68895872.3000929 
 01/17  20:00:00,4853062.774267504,1944842.9952847832,0.0,17868113.99999996,38098583.97426746 
 01/17  21:00:00,21737557.84437629,16880337.95708241,0.0,10720868.399999974,45272932.24437626 
 01/17  22:00:00,24989821.429385085,20132601.542091202,0.0,10720868.399999974,48525195.82938505 
 01/17  23:00:00,37267823.23199719,32410603.344703317,0.0,3573622.799999992,51093050.831997186 
 01/17  24:00:00,39055679.949445546,34198460.06215166,0.0,1786811.399999996,51094096.14944554 
 01/18  01:00:00,39712398.26272385,34855178.375429966,0.0,1786811.399999996,51750814.462723844 
 01/18  02:00:00,39480538.81537269,34623318.92807881,0.0,1786811.399999996,51518955.015372686 
 01/18  03:00:00,39537239.34948516,34680019.462191276,0.0,1786811.399999996,51575655.54948515 
 01/18  04:00:00,39586551.652586035,34729331.76529215,0.0,1786811.399999996,51624967.85258602 
 01/18  05:00:00,39419992.266304456,34562772.37901057,0.0,1786811.399999996,51458408.46630445 
 01/18  06:00:00,37679476.94676526,32822257.059471376,0.0,3573622.799999992,51504704.54676525 
 01/18  07:00:00,72409505.44568592,67552285.55839205,0.0,3573622.799999992,86234733.0456859 
 01/18  08:00:00,53669822.20728246,48812602.31998858,0.0,10720868.399999974,74642295.40728243 
 01/18  09:00:00,8251919.478059484,3775737.7797455844,0.0,32162605.199999925,63480635.478059396 
 01/18  10:00:00,2369384.232194067,856648.342858559,0.0,32162605.199999925,57598100.232193984 
 01/18  11:00:00,1487469.9941231802,87545.23203514432,0.0,32162605.199999925,56716185.9941231 
 01/18  12:00:00,3349266.454874132,0.0,0.0,32162605.199999925,58577982.45487406 
 01/18  13:00:00,3842292.1713351607,0.0,0.0,32162605.199999925,56508106.97133508 
 01/18  14:00:00,4520117.942110101,0.0,2117931.6149302414,32162605.199999925,59748833.94211002 
 01/18  15:00:00,8499032.015632901,0.0,7529807.655105436,32162605.199999925,63727748.015632816 
 01/18  16:00:00,11058495.118361985,0.0,10113223.91052695,32162605.199999925,66287211.118361905 
 01/18  17:00:00,10071508.762764253,0.0,9194690.487871945,32162605.199999925,65300224.76276417 
 01/18  18:00:00,3562020.480806325,0.0,0.0,25015359.599999942,49080589.68080625 
 01/18  19:00:00,11916498.46108874,7895399.57328445,0.0,17868113.99999996,45162019.66108868 
 01/18  20:00:00,860464.1591360968,15270.385938465222,0.0,17868113.99999996,34105985.35913605 
 01/18  21:00:00,9501541.887612306,5100018.540952437,0.0,10720868.399999974,33036916.28761227 
 01/18  22:00:00,16633411.783660563,11776191.89636668,0.0,10720868.399999974,40168786.18366054 
 01/18  23:00:00,29239360.615399312,24382140.728105426,0.0,3573622.799999992,43064588.215399295 
 01/18  24:00:00,31995187.64168433,27137967.75439045,0.0,1786811.399999996,44033603.84168432 
 01/19  01:00:00,32926687.555535585,28069467.668241702,0.0,1786811.399999996,44965103.75553557 
 01/19  02:00:00,33114669.804266185,28257449.916972302,0.0,1786811.399999996,45153086.00426617 
 01/19  03:00:00,33758425.22355957,28901205.336265687,0.0,1786811.399999996,45796841.42355957 
 01/19  04:00:00,35335136.26278233,30477916.375488445,0.0,1786811.399999996,47373552.46278232 
 01/19  05:00:00,35502810.52051182,30645590.633217946,0.0,1786811.399999996,47541226.72051182 
 01/19  06:00:00,33618658.051086344,28761438.16379246,0.0,3573622.799999992,47443885.65108633 
 01/19  07:00:00,68848272.14182456,63991052.254530676,0.0,3573622.799999992,82673499.74182454 
 01/19  08:00:00,44842773.503500685,39985553.6162068,0.0,10720868.399999974,65815246.70350066 
 01/19  09:00:00,1808245.3082151143,351914.9825033423,0.0,32162605.199999925,57036961.30821503 
 01/19  10:00:00,2613155.2108370974,0.0,0.0,32162605.199999925,57841871.21083702 
 01/19  11:00:00,3842292.1713351607,0.0,0.0,32162605.199999925,59071008.171335086 
 01/19  12:00:00,3842338.379363651,0.0,0.0,32162605.199999925,59071054.379363574 
 01/19  13:00:00,3163555.5563920303,0.0,911861.7956582839,32162605.199999925,55829370.35639195 
 01/19  14:00:00,9771568.042148063,0.0,8705702.202049337,32162605.199999925,65000284.042147994 
 01/19  15:00:00,13536050.929051438,0.0,12464261.85500662,32162605.199999925,68764766.92905135 
